EMPLID,CL1,CL2,CL3,CL4,CL5,CL6,CL7,CL8,CL9,CL10,CL11,CL12,CL13,CL14,CL15,CL16,CL17,CL18,CL19,CL20,
915497,1,,,0,,,,,,,,,,,,,,,,,1
915928,,,,,,,0,0,0,0,0,,,,0,,,,,,0
915941,,,,,,,,,,,,,0,,,,,,,0,0
916044,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
916155,0,0,,0,0,0,0,1,0,1,,,,0,0,,,0,,,2
916728,,,,,,,0,0,0,0,0,,,,0,,,,,,0
916882,,0,,,,,,,,,,0,0,0,,,,,,,0
917381,,,,,,,0,0,0,0,1,,,,0,,,,,,1
917962,,,,,,,1,0,0,0,0,,,,0,,,,,,1
918532,,1,,,,,,,,,,,1,,,,,,1,,3
918932,0,,0,,,0,0,0,0,1,,0,,0,0,,,,,,1
919676,,0,,,,,,,,,,,0,0,1,,,0,0,1,2
919777,,,,,,,0,0,0,0,0,0,,,,,,0,,0,0
921327,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
921415,,1,,,,,,,,,,,1,,,,,,,,2
922081,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
922537,,,,,,,,0,0,0,0,,,,0,,,,,0,0
922558,,0,1,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
922638,,1,,,,,,,,,,,1,,,,,,,,2
923338,,,,,,,,,,,,1,0,,,,,,,,1
923836,0,,0,,,,,,,,,,,,,,,,,,0
924123,,,,,,,,0,0,0,0,,,,0,,,,,,0
924537,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
925173,0,,0,,,0,0,,0,0,,,,,,,,,,,0
925302,0,,1,,,,,,,,,,,0,,,0,,,,1
925318,,,,,,,0,0,0,0,1,,,,,,,,,,1
925600,,,,,,,0,,0,0,,,0,,0,,,0,,,0
925619,,,,,,,1,0,0,0,0,,,,0,,,,,,1
925649,,,,,,,0,0,0,0,0,,,,0,,,,,,0
925985,,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
926018,0,,,0,,0,0,0,0,0,0,,0,,,,0,0,,,0
926143,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
926199,,,,,,,0,0,0,0,0,,,,0,,,,,,0
926371,,,,,,,0,0,0,0,0,,,,0,,,,,,0
926686,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
926741,,,,,,,,0,0,0,0,,,,0,,,,,,0
926934,1,,,,,,,,,,,,1,,,1,,,,,3
927062,,,,,,,,0,0,0,0,,,,0,,,,,,0
927192,0,0,0,1,1,,,,,,,,0,,0,,0,0,,,2
927228,0,,0,,,0,0,0,0,,,,,,,,,,,,0
927298,,,,,,,,0,0,0,0,,,,0,,,,,,0
927439,,,,,0,,0,1,0,,,,0,,0,,1,1,,,3
927466,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
927554,,,,,,,0,0,0,0,0,,,,0,,,,,,0
927676,,,,,,,0,0,0,1,1,,,,0,,,,,,2
928124,,,,,,,0,0,0,0,0,,,,0,,,,,,0
928164,,,,,,,0,0,0,0,0,,,,,,,,,,0
928563,0,,,,,0,0,0,0,1,1,,,,,,,,,,2
928582,,,,,,,,0,0,0,0,0,,,0,,,,,,0
929831,,,,,,,0,0,0,1,1,,1,,0,,,1,,,4
929980,,,,,,,0,0,0,0,0,,,,0,,0,,,,0
930620,,,,,,,1,,,,,,1,,0,,0,0,,,2
931139,,,,,,,0,0,0,0,0,,,,,,,,,,0
931171,,,,,,,0,0,0,1,1,,,,,,,,,,2
931256,,,,,,,0,0,0,0,0,,1,,,,,0,,,1
931275,0,,,,,,,,,,,,0,,,,,,,,0
931691,,,,,,,0,0,0,0,0,,,,0,,,,,,0
932495,,,,,,,0,0,0,0,0,,,,0,,,,,,0
932931,,,,,,,,,,,,,1,,,,,,1,,2
933092,,,,,,,,0,0,0,0,,,,,,,,,,0
933389,,0,,0,,,,,,,,0,0,0,,0,,,0,,0
933495,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
933550,,,,,,,0,0,0,0,0,,,,,,,,,,0
933712,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,0
934617,,,,,,,1,0,0,0,0,,,,0,,,,,,1
935194,,,,,,,,0,0,0,0,,,,,,,,,,0
935391,,,,,,,0,0,0,0,0,,,,0,,,,,,0
935695,0,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
936117,,,,,,,0,0,0,0,0,,,,0,,,,,,0
936501,,,,,,,0,0,0,0,0,,,,0,,0,,0,,0
936520,,,,,,,,0,0,0,0,,,,,,,,,,0
936967,,,,,,,,,,,,,1,,,,,,,,1
936989,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
937045,,0,,,,,0,0,0,0,0,0,,0,0,,0,,,,0
937293,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2
937460,0,,,0,0,0,0,0,0,0,0,,,,0,,,,,,0
937495,0,0,0,0,0,,,,,,,,0,,0,0,0,0,,,0
937736,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
937767,,,,,,,0,0,0,0,0,0,,,,,,,,,0
937780,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
938098,0,,,,,0,0,,0,0,,0,,,,,,,,,0
938751,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
939348,,0,,,,,0,0,0,0,1,0,0,,,,0,0,,,1
939581,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
939920,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
939990,,0,,,0,,0,0,0,0,0,0,0,0,1,,0,1,,1,3
940278,,,,,,,0,0,0,0,0,,,,,,,,,,0
940382,0,,,,0,0,0,0,0,0,0,,,,,,,,,,0
940852,,,,,,,0,0,0,0,0,,,0,0,,,,,,0
941012,,,,,,,0,0,0,0,0,0,,,,,,,,,0
941126,,,,,,,0,0,0,0,0,,,,0,,,,,,0
941203,,,,,,,,,,,,,1,,,,,,,,1
941439,,,,,,,0,0,0,0,0,,,,0,,,,,,0
941473,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
941525,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,0
941586,,,,,,,,0,0,,,,,,0,,,,,,0
941944,,,,,,,0,0,0,0,0,,0,,,,,0,,,0
942051,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
942077,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
942191,,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0
942246,,,,,,,0,0,0,0,0,,,,0,,,,,,0
942415,,,,,,,0,0,0,0,0,,,,,,,,,,0
942495,,,,,,,0,0,0,0,0,,,,0,,0,,,,0
942580,0,,,,,0,0,1,0,,,,0,,0,,,0,,,1
943147,,,,,,,0,0,0,0,0,,,,,,,,,,0
943278,0,,0,0,,0,0,,,,,,,,,,,,,,0
943507,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
943566,,,,,,,0,0,0,0,0,,,,0,,,,,,0
943958,,,,,,,,,,,,,1,,,1,,,,,2
944363,,,,,,,0,0,0,0,0,,,,,,,,,,0
944452,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
944529,,,,,,,0,0,0,0,0,,0,,0,,,,,,0
944549,,,,,,,0,0,0,,0,,,,0,,,,,,0
945394,,,,,,,,0,0,0,0,,,,,,,,,,0
945914,0,,,,0,0,0,1,0,,,,,,,,,,,,1
945922,,0,,,,,0,0,0,0,0,0,,0,0,,,,,0,0
946137,,,,,,,0,0,0,0,0,,,,,,,,,,0
946161,,,,,,,0,0,0,0,0,,,,0,,,,,,0
946326,0,,0,,,0,0,0,0,0,0,0,,,,,,,,,0
946554,,0,,,,,0,,,,,,0,,0,,,0,,,0
946602,0,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,,1
947110,0,,,,0,0,,,,,,,,,,0,,,,,0
947172,,,,,,,0,0,0,0,0,,,,0,,0,,,,0
947341,0,0,0,0,0,0,0,,0,0,,,,0,0,,,,,,0
947574,,0,,,,,,0,0,1,1,0,,,0,,,,,,2
947725,,,,,,,0,0,0,1,0,,,,0,,,,,,1
947918,0,0,,0,,,,,,,,,0,,,,,1,1,,2
948058,,,,,,,0,0,0,0,0,0,0,,0,,0,0,,,0
948385,,0,,,0,,0,0,0,0,0,,0,0,0,,,0,0,,0
948754,,0,1,,,,0,0,0,1,0,0,0,0,0,,1,1,0,0,4
948776,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
948993,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
949125,0,,0,0,0,0,0,,0,0,,0,0,0,0,,,0,,,0
949217,,,,,,,,0,0,0,0,,,,,,,,,,0
949352,0,,,,0,0,0,0,0,0,0,,1,,,,,0,,,1
949364,0,,0,,,0,0,0,0,,,,,,0,,,,,,0
949369,,,,,,,1,0,0,1,1,,,,,,,,,,3
949485,,,,,,,0,0,0,0,0,,,,0,,,,,,0
949550,,,1,,1,,0,0,0,0,0,,1,0,0,,0,0,,,3
950053,,,,,,,0,0,0,0,0,,,,,,,,,,0
950297,,,,,,,,,,,,,1,,,,,1,,,2
950340,,,,,0,,0,0,0,0,0,0,0,,,,0,0,,,0
951214,,1,,,,,,,,,,0,,,,1,,,0,,2
951609,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
951713,,0,,,,,1,0,0,,,0,1,,0,,,0,,,2
951817,,,,,,,,0,0,0,0,,,,,,,,,,0
952229,,1,,,,,,,,,,,,,,,,,1,,2
952249,0,,,,,0,0,,,,,,,,,,,,,,0
952342,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
952407,,,,,,,0,0,0,0,0,,,,0,,,,,,0
952748,,0,,,,,,,,,,0,0,,0,,,0,,,0
952894,,,,,,,1,0,0,0,0,,,,,,,,,,1
952915,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
952973,1,,,,,,,,,,,,1,,,,,,,,2
952987,,,,,,,0,0,0,1,1,,,,,,,,,,2
952998,,,,,,,,0,0,0,0,,,,,,,,,,0
953036,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
953120,0,0,0,,,0,1,,,,,,,,0,,,,,,1
953185,,,,,,,0,,0,0,1,,,,0,,,,,,1
953247,,,,,,,0,0,0,0,0,,,,,,,,,,0
953589,,0,,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
953642,,,,1,,,,,,,,,1,,,,,,,,2
953649,,0,,,,,,,,,,0,1,,,1,,,0,,2
953688,,,,,,,,0,0,0,0,,,0,,,,,,,0
953842,1,,,,,0,0,0,0,0,0,,,,,,,,,,1
954674,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
954686,,,,,,,0,0,0,0,0,,,,0,,,,0,,0
954869,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
955300,,1,,,,,,,,,,,,,,,,,1,,2
955374,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
955434,,1,1,,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,2
956246,,,1,,0,,0,0,0,0,0,,0,0,,,,0,,,1
956525,,,,,0,,0,0,0,0,0,,0,,,,,0,,,0
956846,,,,,,,,,,,,,1,,,,,,,,1
956997,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
957026,,0,,,0,,0,0,0,0,0,,0,,,,,0,,,0
957136,,,,,,,0,0,0,0,0,,,,0,,0,,0,,0
957460,,,,,,,0,0,0,0,0,,0,,0,,,0,,,0
957602,0,,,0,,,,,,,,,0,,0,,0,1,,,1
957623,,,,,,,0,0,0,0,0,,,,0,,,,,,0
958064,,0,,,,,0,0,0,1,0,,0,,,,,1,,,2
958201,,0,1,0,,,,,,,,0,0,1,0,0,,0,0,,2
958580,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
958662,,,,,,,,,,,,,0,1,,,,1,,0,2
958937,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
959153,0,,0,,,0,0,1,0,,,,,,,,,,,,1
959231,,0,,,,,,,,,,0,1,0,,,,,,,1
959315,1,,0,0,1,,,,,,,,0,,0,0,0,0,,,2
959587,,0,,,,,,,,,,,1,,0,,0,0,,0,1
959588,,0,,,,,0,0,0,0,0,,0,,,,,0,,,0
959635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
959726,0,1,,0,0,0,0,0,0,0,1,,0,,,,,0,,,2
959973,,,,,0,,1,,,,,0,1,,0,0,1,0,,1,4
960553,,0,,,0,,0,0,0,1,1,0,0,,,,,0,,,2
960690,0,,0,,0,0,0,,,,,0,,,0,,,,,,0
961087,,,,,,,0,0,0,0,0,,,,,,,,,,0
961196,,0,,,,,,0,0,0,0,,,,,,,,,,0
961433,,0,,,0,,1,0,0,0,0,0,0,,0,,,0,,,1
961477,0,,0,,,1,1,,,,,,,,,,,,,,2
961561,,,,,,,0,0,0,0,0,,,,,,,,,,0
961776,,,,,,,0,0,0,0,0,,,,,,,,,,0
961890,,,,,,,,0,0,0,1,,,,,,,,,,1
961972,,,,,,,0,0,0,0,0,,,,,,,,,,0
962631,,0,,,,,0,0,0,1,1,,,,,,,,,,2
962748,,0,,,,,0,0,0,0,0,,,0,0,,,,,,0
962878,,,,,,,,0,0,0,0,,0,,,,,0,,,0
963252,,,,,1,,1,1,0,,,0,1,,0,,,1,,,5
963346,,0,,,,,0,0,0,0,0,,,,,,,,,,0
963596,0,,0,0,0,0,0,,,,,,0,,,,,0,,,0
963610,,,,,,,0,0,0,0,0,,,,,,,,,,0
963632,,,,,,,0,0,0,0,0,0,,,,,,,,,0
963764,,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0
963836,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
964023,,,,,,,,0,0,0,0,,,,,,,,,,0
964278,1,0,,,,0,1,,,,,,,,,,,,,,2
964299,0,,,,,0,0,,0,0,,,,,,,,,,,0
964364,,,,,,,,,,,,,1,,,,,,,,1
964423,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0
964817,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0
965245,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
965379,0,,,0,,0,0,0,0,0,0,,,,0,,,,,,0
965392,0,,0,,,0,0,,,,,0,,,,,,,,,0
965566,,0,,,,,,,,,,1,1,,,1,,,0,,3
965616,0,,0,,,,,,,,,,,0,,0,,,,,0
965778,0,0,0,0,0,0,0,1,0,,,,0,0,0,,,0,,,1
966076,,,,,,,0,0,0,0,0,,,,,,,,,,0
966389,,,,,,,0,,0,0,,,,,,,,,,,0
966392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
966602,,,,,,,0,0,0,0,0,,,,,,,,,,0
966645,,0,,,,,,,,,,0,1,0,,0,1,,,,2
966683,0,,0,0,,0,0,,0,0,,,,,,,,,,,0
966685,,,,,,,0,0,0,0,0,,,,,,,,,,0
966704,,,,,,,0,0,0,0,0,,,,,,,,,,0
966841,,,,,,,0,0,0,0,0,,,,,,,,,,0
966874,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
966966,,,,,,,,,,,,0,,,,,,,0,,0
967039,0,,,,,0,0,1,,,,0,,,,,,,,,1
967045,,,0,,,,0,0,0,1,1,0,0,0,,,0,0,,,2
967127,,,,,,,0,0,0,0,0,,,,,,,,,,0
967129,,0,,,,,0,0,0,0,0,,,0,0,,,,,,0
967440,0,,,,,0,0,,0,0,,,,,0,,,,,,0
967441,,0,0,,,,0,0,0,0,1,0,0,,,,,0,,,1
967446,,0,0,,0,,0,0,0,0,1,,1,,0,,0,0,,,2
967451,,,,,,,1,0,0,0,0,,,,,,,,,,1
967533,,,,,,,,0,0,0,0,,,,,,,,,,0
967535,,,,,0,,0,0,0,0,0,,0,,,,,0,,,0
967537,,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0
967541,0,,0,,,0,0,,0,0,,,,,,,,,,,0
967727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
967771,0,,0,0,,0,0,0,0,0,0,,,,0,,,,,,0
967792,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
967890,,,,,,,0,0,0,0,0,,,,,,,,,,0
967900,,,,,,,0,0,0,1,1,,,,,,,,,,2
967999,,,,,,,0,0,0,0,0,,,,,,,,,,0
968228,,,,,,,0,0,0,0,0,,,,,,,,,,0
968525,,,,,,,,,,,,,1,,,,,,,1,2
968561,,,,,,,0,0,0,0,0,,,,,,,,,,0
968562,,,,,,,0,0,0,0,0,,,,0,,,,,,0
968564,,1,,,,,,,,,,,,1,0,,,,,,2
968721,,,,,,,0,0,0,0,0,,,,0,,,,,,0
968763,,,,,,,0,0,0,0,0,,,,0,,,,,,0
968894,,0,0,,,,0,,0,0,,,,,,,,,,,0
968982,,,0,,,,,0,0,0,0,,0,,,,,0,,,0
968987,,,,,0,,0,,,,,,0,,,,0,1,,,1
969031,,,,,,,,0,0,0,0,,,,,,,,,,0
969146,,,0,,0,,0,0,0,0,0,,0,,0,,,0,,0,0
969186,,0,1,,,,1,,,,,,,,0,,,,,,2
969201,,1,,,,,,,,,,,,,,,,,,,1
969211,,,,,,,0,,0,0,,,,,0,,,,,,0
969215,0,,,,,0,0,0,0,0,0,,,,0,,0,,,,0
969337,,,,,0,,,0,0,0,1,,,,0,,,,,,1
969342,,,,,,,0,0,0,0,0,,,,,,,,,,0
969385,,,,,,,0,0,0,1,1,,,,0,,,,,,2
969386,,0,,,,,0,0,0,0,0,,,,,,,,,,0
969563,,0,,,,,0,0,0,0,0,,,,,,,,,,0
969568,,0,1,,0,,1,,,,,,0,0,0,,,0,,,2
969664,,0,0,,,,0,,0,0,,0,,0,0,0,,,,,0
969777,,,,,,,0,0,0,0,0,,,,,,,,,,0
969922,,,,,,,,0,0,0,0,,,,,,,,,,0
969931,,0,,,,,0,0,0,0,0,,,,,,,,,,0
970100,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
970306,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,1
970568,0,,,0,,,,,,,,,1,,,0,0,,,,1
970584,0,0,0,,,,,,,,,0,0,0,,,0,0,,,0
970648,,0,,,,,0,0,0,0,0,,,,0,,,,,,0
970941,0,0,,,,0,0,0,0,0,0,,,,0,,,,,,0
970963,,,,,,,0,0,0,,0,,,,,,,,,,0
971013,,,,,,,,1,1,,,,,,,,,,,,2
971054,0,,,,,0,0,,0,0,,,,,,,,,,,0
971066,,,0,,,,,0,0,0,0,,,0,0,,,,,,0
971114,,,,,,,0,0,0,0,0,,,,,,,,,,0
971201,,,,,,,0,,0,0,,,,,,,,,,,0
971207,,0,,,,,0,,0,0,,,0,,,,0,0,,,0
971227,,,,,,,0,0,0,0,0,0,,,0,,,,,,0
971230,,,0,,0,,0,0,0,0,0,,0,0,,,,0,0,,0
971499,,,0,,0,,0,0,0,,,,0,,0,,,0,,,0
971506,0,,,,,0,0,0,0,,,,,,0,,,,,,0
971539,,,,,,,0,0,0,0,0,,,,,,,,,,0
971565,,0,0,,,,0,0,0,0,0,0,,,0,,,,,,0
971653,,,,,,,,0,0,0,0,,,,,,,,,,0
971726,,,,,,,0,0,0,0,0,,,,0,,,,,,0
971790,,,,,,,0,0,0,0,0,,,,,,,,,,0
971848,,,,,,,0,0,0,0,0,,0,,,,,0,,,0
971941,,,,,,,,0,0,0,0,,,,,,,,,,0
972002,,,,,,,,0,0,,0,,,,,,,,,,0
972031,,1,1,,0,,0,0,0,1,1,0,,,,,,,,,4
972032,,,,,,,0,0,0,0,0,,,,,,0,,,,0
972118,0,,0,,,,,,,,,,0,1,,,,0,,,1
972133,0,0,0,0,,0,1,,,,,,0,,,,,0,,,1
972145,0,,,,,0,0,0,0,0,1,,,,,,,,,,1
972169,0,,,,,0,0,0,0,0,0,,,,0,,,,,,0
972182,,,0,,0,,,,0,0,,,0,,,,,0,,,0
972211,,,,,,,0,0,0,0,0,,,,,,,,,,0
972215,,0,,,,,,,,,,,1,,,,,,,,1
972216,0,,,,,,,,,,,0,1,,0,0,,,,,1
972283,,,,,,,0,0,0,0,0,,,,,,,,,,0
972307,,,1,,0,,,,0,0,,,0,0,,,,0,,,1
972331,,,,,,,0,0,0,1,1,,,,,,,,,,2
972332,,1,,,,,,,,,,,0,,,0,1,0,,,2
972485,,0,0,,0,,0,0,0,0,0,,0,,,,,0,,,0
972662,0,,,,0,0,0,0,0,0,0,,0,,,,,0,,,0
972698,,,1,,0,,0,,0,0,,,0,,,,,0,,,1
972700,0,,0,1,0,0,0,0,0,0,0,,0,,,,,0,,,1
972703,,,,,,,,,0,0,,,,,,,,,,,0
972705,,0,,,,,,,,,,,1,0,,,,,,,1
972901,0,,,,,0,0,0,0,0,0,,,,,,0,,,,0
972980,0,,0,,0,0,0,1,1,,,,,0,,,,,,,2
972989,,,0,,0,,,0,0,0,0,0,0,,,,,0,,,0
973030,,,,,,,,,,,,,1,,,,,,,,1
973113,,0,,,,,,,,,,,,,0,,,,,,0
973141,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973189,0,,,,,,,,,,,0,1,,,,,,,,1
973411,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973429,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
973437,0,,,,,0,0,0,0,0,0,,,,,,0,,,,0
973463,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
973516,0,,,,,0,0,0,0,,,,,,,,,,,,0
973544,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973546,,,,,,,,,,,,,0,,0,,1,1,,,2
973547,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973548,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973628,0,0,,,,0,0,0,0,0,0,,,,,0,,,,,0
973754,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973838,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
973844,0,0,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
973845,0,,,0,,0,1,0,0,1,0,,,,,,0,,,,2
974000,0,0,1,1,,,,,,,,,,,,,,,,,2
974036,0,,0,0,,0,0,0,0,0,0,,0,,0,,,0,,,0
974296,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,0
974300,1,,1,,,,,,,,,,0,,,,,,,,2
974430,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
974459,0,,0,,,0,0,0,0,0,0,0,,,,,,,,,0
974474,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
974478,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0
974573,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,,,1
974583,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
974694,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
974728,0,0,0,,0,0,0,0,0,0,0,,,,0,,,,,,0
974816,0,,0,,0,0,0,0,0,0,0,,0,,,,,0,,,0
974999,0,,,,,0,0,0,0,0,0,,0,,,,,0,,,0
975149,0,,0,,0,0,0,0,0,0,0,0,,,,,,,,,0
975459,0,,,,,0,0,0,0,0,1,,,,,,,,,,1
975478,0,,0,,,0,0,,0,0,,,0,,0,,,0,,,0
975593,0,0,,0,,0,0,,0,0,,,,0,,,,,0,,0
975602,0,,,,,0,0,,0,0,,0,,,,,,,,,0
975605,0,0,0,0,0,0,0,,0,0,,,0,,,,,0,,,0
975817,0,0,,,,0,0,0,0,0,0,,,0,,,,,,,0
975899,1,,,,,,,,,,,,1,,,,,,,,2
975935,0,,,0,0,0,0,0,0,0,0,,0,,,,,0,,,0
975939,,,,,,,,,,,,,1,,,,,,,,1
976000,,0,1,1,,,,,,,,,0,,,0,,0,1,,3
976002,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,,0,,,1
976120,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
976259,0,,0,,0,0,0,,,,,0,1,0,,,,1,,,2
976307,0,0,0,0,0,0,0,,0,0,,,0,0,,,,0,,,0
976314,,1,,,,,,,,,,,1,,,,,,,,2
976315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
976317,,0,,1,,,,,,,,,1,,,0,,,0,,2
976318,,0,,0,,,,,,,,0,,,,0,,,,,0
976336,0,0,,0,,0,0,,,,,,,,0,,,,,,0
976446,0,0,0,0,0,0,0,0,1,,,,1,0,0,,,0,,,2
976448,0,0,0,0,0,0,0,,0,0,,,0,,0,0,0,0,,,0
976450,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
976588,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
976589,0,,,0,,0,0,0,0,0,0,,,,,,,,,,0
976609,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,0
976612,0,,,,0,0,0,0,0,0,0,,0,,,,,0,,,0
976663,0,,0,,,0,0,0,0,0,0,,0,,0,,,0,,,0
976681,,0,,,,,,,,,,,1,0,0,,,,0,,1
976775,0,,0,,,0,0,0,0,0,0,,,,,,,,,,0
976799,0,,,,,1,1,,,,,,,,,,,,,,2
976815,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0
976839,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
976955,0,,,,,0,0,0,,0,0,,,,0,,,,,,0
977128,0,,,,,0,0,0,0,0,1,,,,,,,,,,1
977253,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0
977306,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,,,0
977454,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0
977571,0,,,0,0,0,0,0,0,0,0,,0,,0,,0,0,,,0
977602,0,1,,0,0,0,1,,,,,,,,,,,,0,,2
977641,0,,0,0,,0,0,0,0,0,0,,0,,,0,0,0,,,0
977645,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,0
977647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
977746,1,0,0,,1,,,,,,,0,0,0,0,0,0,0,0,,2
977752,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
977852,0,,,0,0,0,0,0,0,1,1,,0,,,,,0,,,2
977921,0,,0,0,,0,0,0,0,0,0,,0,,0,,,0,,,0
978008,0,,0,,,0,0,1,0,,,,,,,,,,,,1
978060,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
978119,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
978333,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
978340,,0,,1,,,,,,,,,0,,0,,,1,1,,3
978450,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,0
978462,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
978494,,0,,,,,,,,,,,1,,1,,,,,,2
978527,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0
978552,0,,0,,,0,0,0,0,0,0,,,,0,,,,,,0
978557,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0
978586,0,,0,0,,1,1,,,,,0,,0,0,,0,,,,2
978746,,1,,,,,,,,,,,,,1,,,,,,2
978759,0,,,,,0,0,1,1,,,,,,,,,,,,2
978791,0,0,0,,0,0,0,0,0,0,0,,0,,,,0,0,,,0
978836,0,0,,,,0,0,1,1,,,,,,0,,,,,,2
978943,0,0,0,,,0,0,0,0,0,0,,,,,,,,,,0
978946,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,,1
978982,0,,,,,0,0,0,0,0,0,,,,,,,,,,0
979142,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,0
979329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0
979480,,0,,1,,,,,,,,1,0,0,0,,,,,,2
979481,0,0,,,,0,0,0,0,0,0,,0,,,,,0,,,0
979629,,,,,,,,,,,,,1,,,,,,,,1
